분류,코드값,상세설명
산업,46412,커튼 및 침구용품 도매업
산업,46413,남녀용 겉옷 및 셔츠 도매업
산업,46414,유아용 의류 도매업
산업,46415,속옷 및 잠옷 도매업
산업,46416,가죽 및 모피 제품 도매업
산업,46417,의복 액세서리 및 모조 장신구 도매업
산업,46419,기타 생활용 섬유 및 직물 제품 도매업
산업,4642,신발 도매업
산업,46420,신발 도매업
산업,4643,"생활용 가구, 조명기구 및 비전기식 생활용기기 도매업"
산업,46431,생활용 가구 도매업
산업,46432,"전구, 램프 및 조명장치 도매업"
산업,46433,생활용 유리·요업·목재·금속 제품 및 날붙이 도매업
산업,46439,기타 비전기식 생활용 기기 및 기구 도매업
산업,4644,"의약품, 의료용품 및 화장품 도매업"
산업,46441,의약품 도매업
산업,46442,의료용품 도매업
산업,46443,화장품 및 화장용품 도매업
산업,46444,비누 및 세정제 도매업
산업,4645,"생활용 포장·위생용품, 문구용품 및 출판 인쇄물 도매업"
산업,46451,"생활용 포장 및 위생용품, 봉투 및 유사 제품 도매업"
산업,46452,"문구용품, 회화용품, 사무용품 도매업"
산업,46453,"서적, 잡지 및 기타 인쇄물 도매업"
산업,4646,"음반 및 비디오물, 악기, 오락 및 경기용품 도매업"
산업,46461,음반 및 비디오물 도매업
산업,46462,악기 도매업
산업,46463,"장난감 및 취미, 오락용품 도매업"
산업,46464,운동 및 경기용품 도매업
산업,46465,자전거 및 기타 운송장비 도매업
산업,4649,"가방, 시계, 안경 및 기타 생활용품 도매업"
산업,46491,가방 및 보호용 케이스 도매업
산업,46492,시계 및 귀금속 제품 도매업
산업,46493,"안경, 사진장비 및 광학용품 도매업"
산업,46499,그 외 기타 생활용품 도매업
산업,465,기계장비 및 관련 물품 도매업
산업,4651,"컴퓨터 및 주변장치, 소프트웨어 도매업"
산업,46510,"컴퓨터 및 주변장치, 소프트웨어 도매업"
산업,4652,"가전제품, 통신장비 및 부품 도매업"
산업,46521,가전제품 및 부품 도매업
산업,46522,통신·방송장비 및 부품 도매업
산업,4653,산업용 기계 및 장비 도매업
산업,46531,농림업용 기계 및 장비 도매업
산업,46532,건설·광업용 기계 및 장비 도매업
산업,46533,공작용 기계 및 장비 도매업
산업,46539,기타 산업용 기계 및 장비 도매업
산업,4659,기타 기계 및 장비 도매업
산업,46591,사무용 가구 및 기기 도매업
산업,46592,의료 기기 도매업
산업,46593,정밀 기기 및 과학 기기 도매업
산업,46594,수송용 운송장비 도매업
산업,46595,전기용 기계·장비 및 관련 기자재 도매업
산업,46596,전지 및 케이블 도매업
산업,46599,그 외 기타 기계 및 장비 도매업
산업,466,"건축 자재, 철물 및 난방장치 도매업"
산업,4661,일반 건축자재 도매업
산업,46611,원목 및 건축관련 목제품 도매업
산업,46612,"골재, 벽돌 및 시멘트 도매업"
산업,46613,유리 및 창호 도매업
산업,4662,"냉·난방장치 및 철물, 수공구 도매업"
산업,46621,배관 및 냉·난방장치 도매업
산업,46622,"철물, 금속 파스너 및 수공구 도매업"
산업,4669,기타 건축자재 도매업
산업,46691,도료 도매업
산업,46692,벽지 및 장판류 도매업
산업,46699,그 외 기타 건축자재 도매업
산업,467,기타 전문 도매업
산업,4671,"연료, 연료용 광물 및 관련제품 도매업"
산업,46711,고체 연료 및 관련제품 도매업
산업,46712,액체 연료 및 관련제품 도매업
산업,46713,기체 연료 및 관련제품 도매업
산업,4672,1차 금속제품 및 금속광물 도매업
산업,46721,1차 금속제품 도매업
산업,46722,금속광물 도매업
산업,4673,화학 물질 및 화학제품 도매업
산업,46731,"염료, 안료 및 관련제품 도매업"
산업,46732,비료 및 농약 도매업
산업,46733,플라스틱 물질 및 합성고무 도매업
산업,46739,기타 화학 물질 및 화학제품 도매업
산업,4674,"방직용 섬유, 실 및 직물 도매업"
산업,46741,방직용 섬유 및 실 도매업
산업,46742,직물 도매업
산업,4675,"종이 원지, 판지, 종이상자 도매업"
산업,46750,"종이 원지, 판지, 종이상자 도매업"
산업,4679,재생용 재료 및 기타 상품 전문 도매업
산업,46791,재생용 재료 수집 및 판매업
산업,46799,그 외 기타 상품 전문 도매업
산업,468,상품 종합 도매업
산업,4680,상품 종합 도매업
산업,46800,상품 종합 도매업
산업,47,소매업; 자동차 제외
산업,471,종합 소매업
산업,4711,대형 종합 소매업
산업,47111,백화점
산업,47112,대형 마트
산업,47119,기타 대형 종합 소매업
산업,4712,음·식료품 위주 종합 소매업
산업,47121,슈퍼마켓
산업,47122,체인화 편의점
산업,47129,기타 음·식료품 위주 종합 소매업
산업,4713,면세점
산업,47130,면세점
산업,4719,그 외 기타 종합 소매업
산업,47190,그 외 기타 종합 소매업
산업,472,음·식료품 및 담배 소매업
산업,4721,신선식품 및 단순 가공식품 소매업
산업,47211,"곡물, 곡분 및 가축 사료 소매업"
산업,47212,육류 소매업
산업,47213,건어물 및 젓갈류 소매업
산업,47214,"신선, 냉동 및 기타 수산물 소매업"
산업,47215,"채소, 과실 및 뿌리작물 소매업"
산업,47219,기타 신선식품 및 단순 가공식품 소매업
산업,4722,가공식품 소매업
산업,47221,"빵류, 과자류 및 당류 소매업"
산업,47222,건강 보조식품 소매업
산업,47223,조리 반찬류 소매업
산업,47229,기타 가공식품 소매업
산업,4723,음료 및 담배 소매업
산업,47231,음료 소매업
산업,47232,담배 소매업
산업,473,가전제품 및 정보 통신장비 소매업
산업,4731,"컴퓨터 및 주변장치, 소프트웨어 및 통신기기 소매업"
산업,47311,"컴퓨터 및 주변장치, 소프트웨어 소매업"
산업,47312,통신기기 소매업
산업,4732,가전제품 소매업
산업,47320,가전제품 소매업
산업,474,"섬유, 의복, 신발 및 가죽제품 소매업"
산업,4741,의복 소매업
산업,47411,남자용 겉옷 소매업
산업,47412,여자용 겉옷 소매업
산업,47413,속옷 및 잠옷 소매업
산업,47414,셔츠 및 블라우스 소매업
산업,47415,한복 소매업
산업,47416,가죽 및 모피 의복 소매업
산업,47417,유아용 의류 소매업
산업,47419,기타 의복 소매업
산업,4742,"섬유, 직물 및 의복 액세서리 소매업"
산업,47421,가정용 직물제품 소매업
산업,47422,의복 액세서리 및 모조 장신구 소매업
산업,47429,"섬유 원단, 실 및 기타 섬유제품 소매업"
산업,4743,신발 소매업
산업,47430,신발 소매업
산업,4744,가방 및 기타 가죽제품 소매업
산업,47440,가방 및 기타 가죽제품 소매업
산업,475,기타 생활용품 소매업
산업,4751,"철물, 공구, 창호 및 건설자재 소매업"
산업,47511,철물 및 난방용구 소매업
산업,47512,공구 소매업
산업,47513,"벽지, 마루덮개 및 장판류 소매업"
산업,47519,"페인트, 창호 및 기타 건설자재 소매업"
산업,4752,가구 소매업
산업,47520,가구 소매업
산업,4759,그 외 기타 가정용품 소매업
산업,47591,전기용품 및 조명장치 소매업
산업,47592,"주방용품 및 가정용 유리, 요업제품 소매업"
산업,47593,악기 소매업
산업,47599,그 외 기타 분류 안된 가정용품 소매업
산업,476,"문화, 오락 및 여가 용품 소매업"
산업,4761,서적 및 문구용품 소매업
산업,47611,"서적, 신문 및 잡지류 소매업"
산업,47612,문구용품 및 회화용품 소매업
산업,4762,음반 및 비디오물 소매업
산업,47620,음반 및 비디오물 소매업
산업,4763,운동용품 및 자전거 소매업
산업,47631,운동 및 경기용품 소매업
산업,47632,자전거 및 기타 운송장비 소매업
산업,4764,"게임용구, 인형 및 장난감 소매업"
산업,47640,"게임용구, 인형 및 장난감 소매업"
산업,477,연료 소매업
산업,4771,운송장비용 연료 소매업
산업,47711,운송장비용 주유소 운영업
산업,47712,운송장비용 수소 충전업
산업,47713,운송장비용 기타 가스 충전업
산업,4772,가정용 연료 소매업
산업,47721,가정용 고체 연료 소매업
산업,47722,가정용 액체 연료 소매업
산업,47723,가정용 가스 연료 소매업
산업,478,기타 상품 전문 소매업
산업,4781,"의약품, 의료용 기구, 화장품 및 방향제 소매업"
산업,47811,의약품 및 의료용품 소매업
산업,47812,의료용 기구 소매업
산업,47813,"화장품, 비누 및 방향제 소매업"
산업,4782,"사무용 기기, 안경, 사진장비 및 정밀기기 소매업"
산업,47821,사무용 기기 소매업
산업,47822,안경 및 렌즈 소매업
산업,47823,사진기 및 사진용품 소매업
산업,47829,기타 광학 및 정밀 기기 소매업
산업,4783,시계 및 귀금속 소매업
산업,47830,시계 및 귀금속 소매업
산업,4784,"예술품, 기념품 및 장식용품 소매업"
산업,47841,예술품 및 골동품 소매업
산업,47842,"기념품, 관광 민예품 및 장식용품 소매업"
산업,4785,그 외 기타 상품 전문 소매업
산업,47851,화초 및 식물 소매업
산업,47852,반려용 동물 및 관련용품 소매업
산업,47859,그 외 기타 분류 안된 상품 전문 소매업
산업,4786,중고 상품 소매업
산업,47861,중고 가구 소매업
산업,47862,중고 가전제품 및 통신장비 소매업
산업,47869,기타 중고 상품 소매업
산업,479,무점포 소매업
산업,4791,통신 판매업
산업,47911,전자상거래 소매 중개업
산업,47912,전자상거래 소매업
산업,47919,기타 통신 판매업
산업,4792,노점 및 유사 이동 소매업
산업,47920,노점 및 유사 이동 소매업
산업,4799,기타 무점포 소매업
산업,47991,자동 판매기 운영업
산업,47992,계약배달 판매업
산업,47993,방문 판매업
산업,47999,그 외 기타 무점포 소매업
산업,49,육상 운송 및 파이프라인 운송업
산업,491,철도 운송업
산업,4910,철도 운송업
산업,49101,철도 여객 운송업
산업,49102,철도 화물 운송업
산업,492,육상 여객 운송업
산업,4921,도시 정기 육상 여객 운송업
산업,49211,도시철도 운송업
산업,49212,시내버스 운송업
산업,49219,기타 도시 정기 육상 여객 운송업
산업,4922,시외버스 운송업
산업,49220,시외버스 운송업
산업,4923,부정기 육상 여객 운송업
산업,49231,택시 운송업
산업,49232,전세버스 운송업
산업,49233,특수 여객 자동차 운송업
산업,49239,기타 부정기 여객 육상 운송업
산업,493,도로 화물 운송업
산업,4930,도로 화물 운송업
산업,49301,일반 화물 자동차 운송업
산업,49302,개인 화물 자동차 운송업
산업,49309,기타 도로 화물 운송업
산업,494,소화물 전문 운송업
산업,4940,소화물 전문 운송업
산업,49401,택배업
산업,49402,늘찬 배달업
산업,495,파이프라인 운송업
산업,4950,파이프라인 운송업
산업,49500,파이프라인 운송업
산업,50,수상 운송업
산업,501,해상 운송업
산업,5011,외항 운송업
산업,50111,외항 여객 운송업
산업,50112,외항 화물 운송업
산업,5012,내항 운송업
산업,50121,내항 여객 운송업
산업,50122,내항 화물 운송업
산업,5013,기타 해상 운송업
산업,50130,기타 해상 운송업
산업,502,내륙 수상 및 항만 내 운송업
산업,5020,내륙 수상 및 항만 내 운송업
산업,50201,항만 내 여객 운송업
산업,50209,기타 내륙 수상 여객 및 화물 운송업
산업,51,항공 운송업
산업,511,항공 여객 운송업
산업,5110,항공 여객 운송업
산업,51100,항공 여객 운송업
산업,512,항공 화물 운송업
산업,5120,항공 화물 운송업
산업,51200,항공 화물 운송업
산업,52,창고 및 운송관련 서비스업
산업,521,보관 및 창고업
산업,5210,보관 및 창고업
산업,52101,일반 창고업
산업,52102,냉장 및 냉동 창고업
산업,52103,농산물 창고업
산업,52104,위험 물품 보관업
산업,52109,기타 보관 및 창고업
산업,529,기타 운송관련 서비스업
산업,5291,육상 운송 지원 서비스업
산업,52911,철도 운송 지원 서비스업
산업,52912,여객 자동차 터미널 운영업
산업,52913,물류 터미널 운영업
산업,52914,도로 및 관련시설 운영업
산업,52915,주차장 운영업
산업,52919,기타 육상 운송지원 서비스업
산업,5292,수상 운송 지원 서비스업
산업,52921,항구 및 기타 해상 터미널 운영업
산업,52922,선박관리업
산업,52929,기타 수상 운송 지원 서비스업
산업,5293,항공 운송 지원 서비스업
산업,52931,공항 운영업
산업,52939,기타 항공 운송지원 서비스업
산업,5294,화물 취급업
산업,52941,항공 및 육상 화물 취급업
산업,52942,수상 화물 취급업
산업,5299,그 외 기타 운송관련 서비스업
산업,52991,통관 대리 및 관련서비스업
산업,52992,"화물 운송 중개, 대리 및 관련 서비스업"
산업,52993,"화물 포장, 검수 및 계량 서비스업"
산업,52999,그 외 기타 분류 안된 운송관련 서비스업
산업,55,숙박업
산업,551,일반 및 생활 숙박시설 운영업
산업,5510,일반 및 생활 숙박시설 운영업
산업,55101,호텔업
산업,55102,여관업
산업,55103,휴양 콘도 운영업
산업,55104,민박업
산업,55105,야영장업
산업,55109,기타 일반 및 생활 숙박시설 운영업
산업,559,기타 숙박업
산업,5590,기타 숙박업
산업,55901,기숙사 및 고시원 운영업
산업,55909,그 외 기타 숙박업
산업,56,음식점 및 주점업
산업,561,음식점업
산업,5611,한식 음식점업
산업,56111,한식 일반 음식점업
산업,56112,한식 면 요리 전문점
산업,56113,한식 육류 요리 전문점
산업,56114,한식 해산물 요리 전문점
산업,5612,외국식 음식점업
산업,56121,중식 음식점업
산업,56122,일식 음식점업
산업,56123,서양식 음식점업
산업,56129,기타 외국식 음식점업
산업,5613,기관 구내식당업
산업,56130,기관 구내식당업
산업,5614,출장 및 이동 음식점업
산업,56141,출장 음식 서비스업
산업,56142,이동 음식점업
산업,5615,제과점업
산업,56150,제과점업
산업,5616,"피자, 햄버거 및 치킨 전문점"
산업,56161,"피자, 햄버거, 샌드위치 및 유사 음식점업"
산업,56162,치킨 전문점
산업,5619,김밥 및 기타 간이 음식점업
산업,56191,김밥 및 기타 간이 음식점업
산업,56199,간이 음식 포장 판매 전문점
산업,562,주점 및 비알코올 음료점업
산업,5621,주점업
산업,56211,일반 유흥 주점업
산업,56212,무도 유흥 주점업
산업,56213,생맥주 전문점
산업,56219,기타 주점업
산업,5622,비알코올 음료점업
산업,56221,커피 전문점
산업,56229,기타 비알코올 음료점업
산업,58,출판업
산업,581,"서적, 잡지 및 기타 인쇄물 출판업"
산업,5811,서적 출판업
산업,58111,교과서 및 학습 서적 출판업
산업,58112,만화 출판업
산업,58113,일반 서적 출판업
산업,5812,"신문, 잡지 및 정기 간행물 출판업"
산업,58121,신문 발행업
산업,58122,잡지 및 정기 간행물 발행업
산업,58123,정기 광고 간행물 발행업
산업,5819,기타 인쇄물 출판업
산업,58190,기타 인쇄물 출판업
산업,582,소프트웨어 개발 및 공급업
산업,5821,게임 소프트웨어 개발 및 공급업
산업,58211,유선 온라인 게임 소프트웨어 개발 및 공급업
산업,58212,모바일 게임 소프트웨어 개발 및 공급업
산업,58219,기타 게임 소프트웨어 개발 및 공급업
산업,5822,시스템·응용 소프트웨어 개발 및 공급업
산업,58221,시스템 소프트웨어 개발 및 공급업
산업,58222,응용 소프트웨어 개발 및 공급업
산업,59,영상·오디오 기록물 제작 및 배급업
산업,591,"영화, 비디오물, 방송 프로그램 제작 및 배급업"
산업,5911,"영화, 비디오물 및 방송 프로그램 제작업"
산업,59111,일반 영화 및 비디오물 제작업
산업,59112,애니메이션 영화 및 비디오물 제작업
산업,59113,광고 영화 및 비디오물 제작업
산업,59114,방송 프로그램 제작업
산업,5912,"영화, 비디오물 및 방송 프로그램 제작 관련 서비스업"
산업,59120,"영화, 비디오물 및 방송 프로그램 제작 관련 서비스업"
산업,5913,"영화, 비디오물 및 방송 프로그램 배급업"
산업,59130,"영화, 비디오물 및 방송 프로그램 배급업"
산업,5914,영화 및 비디오물 상영업
산업,59141,영화관 운영업
산업,59142,비디오물 감상실 운영업
산업,592,오디오물 출판 및 원판 녹음업
산업,5920,오디오물 출판 및 원판 녹음업
산업,59201,음악 및 기타 오디오물 출판업
산업,59202,녹음시설 운영업
산업,60,방송 및 영상·오디오물 제공 서비스업
산업,601,라디오 방송업
산업,6010,라디오 방송업
산업,60100,라디오 방송업
산업,602,텔레비전 방송업
산업,6021,지상파 방송업
산업,60210,지상파 방송업
산업,6022,"유선, 위성 및 기타 방송업"
산업,60221,프로그램 공급업
산업,60222,유선 방송업
산업,60229,위성 및 기타 방송업
산업,603,영상·오디오물 제공 서비스업
산업,6031,영상물 제공 서비스업
산업,60310,영상물 제공 서비스업
산업,6032,오디오물 제공 서비스업
산업,60320,오디오물 제공 서비스업
산업,61,우편 및 통신업
산업,611,공영 우편업
산업,6110,공영 우편업
산업,61100,공영 우편업
산업,612,전기 통신업
산업,6121,유선 통신업
산업,61210,유선 통신업
산업,6122,무선 및 위성 통신업
산업,61220,무선 및 위성 통신업
산업,6129,기타 전기 통신업
산업,61291,통신 재판매업
산업,61299,그 외 기타 전기 통신업
산업,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
산업,620,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
산업,6201,컴퓨터 프로그래밍 서비스업
산업,62010,컴퓨터 프로그래밍 서비스업
산업,6202,"컴퓨터 시스템 통합 자문, 구축 및 관리업"
산업,62021,컴퓨터 시스템 통합 자문 및 구축 서비스업
산업,62022,컴퓨터시설 관리업
산업,6209,기타 정보 기술 및 컴퓨터 운영 관련 서비스업
산업,62090,기타 정보 기술 및 컴퓨터 운영 관련 서비스업
산업,63,정보서비스업
산업,631,"자료 처리, 호스팅, 포털 및 기타 인터넷 정보 매개 서비스업"
산업,6311,"자료 처리, 호스팅 및 관련 서비스업"
산업,63111,자료 처리업
산업,63112,호스팅 및 관련 서비스업
산업,6312,포털 및 기타 인터넷 정보 매개 서비스업
산업,63120,포털 및 기타 인터넷 정보 매개 서비스업
산업,639,기타 정보 서비스업
산업,6391,뉴스 제공업
산업,63910,뉴스 제공업
산업,6399,그 외 기타 정보 서비스업
산업,63991,데이터베이스 및 온라인 정보 제공업
산업,63992,가상자산 매매 및 중개업
산업,63999,그 외 기타 정보 서비스업
산업,64,금융업
산업,641,은행 및 저축기관
산업,6411,중앙은행
산업,64110,중앙은행
산업,6412,일반은행
산업,64121,국내은행
산업,64122,외국은행
산업,6413,신용조합 및 저축기관
산업,64131,신용조합
산업,64132,상호 저축은행 및 기타 저축기관
산업,642,신탁업 및 집합 투자업
산업,6420,신탁업 및 집합 투자업
산업,64201,신탁업 및 집합 투자업
산업,64209,기타 금융 투자업
산업,649,기타 금융업
산업,6491,여신 금융업
산업,64911,금융 리스업
산업,64912,개발 금융기관
산업,64913,신용카드 및 할부 금융업
산업,64919,그 외 기타 여신 금융업
산업,6499,그 외 기타 금융업
산업,64991,기금 운영업
산업,64992,지주회사
산업,64999,그 외 기타 분류 안된 금융업
산업,65,보험업
산업,651,보험업
산업,6511,생명보험업
산업,65110,생명보험업
산업,6512,손해 및 보증보험업
산업,65121,손해보험업
산업,65122,보증보험업
산업,652,재보험업
산업,6520,재보험업
산업,65200,재보험업
산업,653,공제업
산업,6530,공제업
산업,65301,개인 공제업
산업,65302,사업 공제업
산업,66,금융 및 보험관련 서비스업
산업,661,금융 지원 서비스업
산업,6611,금융시장 관리업
산업,66110,금융시장 관리업
산업,6612,증권 및 선물 중개업
산업,66121,증권 중개업
산업,66122,선물 중개업
산업,6619,기타 금융 지원 서비스업
산업,66191,"증권 발행, 관리, 보관 및 거래 지원 서비스업"
산업,66192,투자 자문업 및 투자 일임업
산업,66199,그 외 기타 금융 지원 서비스업
산업,662,보험 및 연금관련 서비스업
산업,6620,보험 및 연금관련 서비스업
산업,66201,손해 사정업
산업,66202,보험 대리 및 중개업
산업,66209,기타 보험 및 연금관련 서비스업
산업,68,부동산업
산업,681,부동산 임대 및 공급업
산업,6811,부동산 임대업
산업,68111,주거용 건물 임대업
산업,68112,비주거용 건물 임대업
산업,68119,기타 부동산 임대업
산업,6812,부동산 개발 및 공급업
산업,68121,주거용 건물 개발 및 공급업
산업,68122,비주거용 건물 개발 및 공급업
산업,68129,기타 부동산 개발 및 공급업
산업,682,부동산관련 서비스업
산업,6821,부동산 관리업
산업,68211,주거용 부동산 관리업
산업,68212,비주거용 부동산 관리업
산업,6822,"부동산 중개, 자문 및 감정 평가업"
산업,68221,부동산 중개 및 대리업
산업,68222,부동산 투자 자문업
산업,68223,부동산 감정 평가업
산업,68224,부동산 분양 대행업
산업,70,연구개발업
산업,701,자연과학 및 공학 연구개발업
산업,7011,자연과학 연구개발업
산업,70111,"물리, 화학 및 생물학 연구개발업"
산업,70112,농림수산학 및 수의학 연구개발업
산업,70113,의학 및 약학 연구개발업
산업,70119,기타 자연과학 연구개발업
산업,7012,공학 연구개발업
산업,70121,전기·전자공학 연구개발업
산업,70129,기타 공학 연구개발업
산업,7013,자연과학 및 공학 융합 연구개발업
산업,70130,자연과학 및 공학 융합 연구개발업
산업,702,인문 및 사회과학 연구개발업
산업,7020,인문 및 사회과학 연구개발업
산업,70201,경제 및 경영학 연구개발업
산업,70209,기타 인문 및 사회과학 연구개발업
산업,71,전문 서비스업
산업,711,법무관련 서비스업
산업,7110,법무관련 서비스업
산업,71101,변호사업
산업,71102,변리사업
산업,71103,법무사업
산업,71109,기타 법무관련 서비스업
산업,712,회계 및 세무관련 서비스업
산업,7120,회계 및 세무관련 서비스업
산업,71201,공인회계사업
산업,71202,세무사업
산업,71209,기타 회계 관련 서비스업
산업,713,광고업
산업,7131,광고 대행업
산업,71310,광고 대행업
산업,7139,기타 광고업
산업,71391,옥외 광고업
산업,71392,"광고물 문안, 도안, 설계 등 작성업"
산업,71399,그 외 기타 광고 관련 서비스업
산업,714,시장 조사 및 여론 조사업
산업,7140,시장 조사 및 여론 조사업
산업,71400,시장 조사 및 여론 조사업
산업,715,회사 본부 및 경영 컨설팅 서비스업
산업,7151,회사 본부
산업,71511,제조업 회사 본부
산업,71519,기타 산업 회사본부
산업,7153,경영 컨설팅 및 공공 관계 서비스업
산업,71531,경영 컨설팅업
산업,71532,공공관계 서비스업
산업,716,기타 전문 서비스업
산업,7160,기타 전문 서비스업
산업,71600,기타 전문 서비스업
산업,72,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업"
산업,721,"건축 기술, 엔지니어링 및 관련 기술 서비스업"
산업,7211,건축 및 조경 설계 서비스업
산업,72111,건축 설계 및 관련 서비스업
산업,72112,도시 계획 및 조경 설계 서비스업
산업,7212,엔지니어링 서비스업
산업,72121,건물 및 토목 엔지니어링 서비스업
산업,72122,환경 관련 엔지니어링 서비스업
산업,72129,기타 엔지니어링 서비스업
산업,729,기타 과학기술 서비스업
산업,7291,"기술 시험, 검사 및 분석업"
산업,72911,물질 성분 검사 및 분석업
산업,72919,"기타 기술 시험, 검사 및 분석업"
산업,7292,"측량, 지질 조사 및 지도 제작업"
산업,72921,측량업
산업,72922,제도업
산업,72923,지질 조사·탐사 및 지도 제작업
산업,73,"기타 전문, 과학 및 기술 서비스업"
산업,731,수의업
산업,7310,수의업
산업,73100,수의업
산업,732,전문 디자인업
산업,7320,전문 디자인업
산업,73201,인테리어 디자인업
산업,73202,제품 디자인업
산업,73203,시각 디자인업
산업,73209,"패션, 섬유류 및 기타 전문 디자인업"
산업,733,사진 촬영 및 처리업
산업,7330,사진 촬영 및 처리업
산업,73301,인물 사진 및 행사용 영상 촬영업
산업,73302,상업용 사진 촬영업
산업,73303,사진 처리업
산업,739,"그 외 기타 전문, 과학 및 기술 서비스업"
산업,7390,"그 외 기타 전문, 과학 및 기술 서비스업"
산업,73901,매니저업
산업,73902,번역 및 통역 서비스업
산업,73903,사업 및 무형 재산권 중개업
산업,73904,"물품 감정, 계량 및 견본 추출업"
산업,73905,고고유산 조사연구 서비스업
산업,73909,"그 외 기타 분류 안된 전문, 과학 및 기술 서비스업"
산업,74,사업시설 관리 및 조경 서비스업
산업,741,사업시설 유지·관리 서비스업
산업,7410,사업시설 유지·관리 서비스업
산업,74100,사업시설 유지·관리 서비스업
산업,742,건물·산업설비 청소 및 방제 서비스업
산업,7421,건물 및 산업설비 청소업
산업,74211,건축물 일반 청소업
산업,74212,"산업설비, 운송장비 및 공공장소 청소업"
산업,7422,"소독, 구충 및 방제 서비스업"
산업,74220,"소독, 구충 및 방제 서비스업"
산업,743,조경관리 및 유지 서비스업
산업,7430,조경관리 및 유지 서비스업
산업,74300,조경관리 및 유지 서비스업
산업,75,사업 지원 서비스업
산업,751,고용 알선 및 인력 공급업
산업,7511,고용 알선업
산업,75110,고용 알선업
산업,7512,인력 공급업
산업,75121,임시 및 일용 인력 공급업
산업,75122,상용 인력 공급 및 인사관리 서비스업
산업,752,여행사 및 기타 여행 보조 서비스업
산업,7521,여행사업
산업,75210,여행사업
산업,7529,기타 여행 보조 및 예약 서비스업
산업,75290,기타 여행 보조 및 예약 서비스업
산업,753,"경비, 경호 및 탐정업"
산업,7531,경비 및 경호 서비스업
산업,75310,경비 및 경호 서비스업
산업,7532,보안 시스템 서비스업
산업,75320,보안 시스템 서비스업
산업,7533,탐정 및 조사 서비스업
산업,75330,탐정 및 조사 서비스업
산업,759,기타 사업 지원 서비스업
산업,7591,사무 지원 서비스업
산업,75911,문서 작성 및 복사업
산업,75919,기타 사무 지원 서비스업
산업,7599,그 외 기타 사업 지원 서비스업
산업,75991,콜센터 및 텔레마케팅 서비스업
산업,75992,"전시, 컨벤션 및 행사 대행업"
산업,75993,신용 조사 및 추심 대행업
산업,75994,포장 및 충전업
산업,75995,온라인 활용 마케팅 및 관련 사업지원 서비스업
산업,75999,그 외 기타 분류 안된 사업 지원 서비스업
산업,76,임대업; 부동산 제외
산업,761,운송장비 임대업
산업,7611,자동차 임대업
산업,76110,자동차 임대업
산업,7619,기타 운송장비 임대업
산업,76190,기타 운송장비 임대업
산업,762,개인 및 가정용품 임대업
산업,7621,스포츠 및 레크리에이션 용품 임대업
산업,76210,스포츠 및 레크리에이션 용품 임대업
산업,7622,음반 및 비디오물 임대업
산업,76220,음반 및 비디오물 임대업
산업,7629,기타 개인 및 가정용품 임대업
산업,76291,서적 임대업
산업,76292,의류 임대업
산업,76299,그 외 기타 개인 및 가정용품 임대업
산업,763,산업용 기계 및 장비 임대업
산업,7631,건설 및 토목공사용 기계·장비 임대업
산업,76310,건설 및 토목공사용 기계·장비 임대업
산업,7632,컴퓨터 및 사무용 기계·장비 임대업
산업,76320,컴퓨터 및 사무용 기계·장비 임대업
산업,7639,기타 산업용 기계 및 장비 임대업
산업,76390,기타 산업용 기계 및 장비 임대업
산업,764,무형 재산권 임대업
산업,7640,무형 재산권 임대업
산업,76400,무형 재산권 임대업
산업,84,"공공 행정, 국방 및 사회보장 행정"
산업,841,입법 및 일반 정부 행정
산업,8411,일반 공공 행정
산업,84111,입법기관
산업,84112,중앙 최고 집행기관
산업,84113,지방행정 집행기관
산업,84114,재정 및 경제정책 행정
산업,84119,기타 일반 공공 행정
산업,8412,정부기관 일반 보조 행정
산업,84120,정부기관 일반 보조 행정
산업,842,사회 및 산업정책 행정
산업,8421,사회서비스 관리 행정
산업,84211,교육 행정
산업,84212,문화 및 관광 행정
산업,84213,환경 행정
산업,84214,보건 및 복지 행정
산업,84219,기타 사회서비스 관리 행정
산업,8422,노동 및 산업 진흥 행정
산업,84221,노동 행정
산업,84222,농림수산 행정
산업,84223,건설 및 운송 행정
산업,84224,우편 및 통신 행정
산업,84229,기타 산업 진흥 행정
산업,843,외무 및 국방 행정
산업,8431,외무 행정
산업,84310,외무 행정
산업,8432,국방 행정
산업,84320,국방 행정
산업,844,사법 및 공공 질서 행정
산업,8440,사법 및 공공 질서 행정
산업,84401,법원
산업,84402,검찰
산업,84403,교도기관
산업,84404,경찰
산업,84405,소방서
산업,84409,기타 사법 및 공공 질서 행정
산업,845,사회보장 행정
산업,8450,사회보장 행정
산업,84500,사회보장 행정
산업,846,사회보장보험업 및 연금업
산업,8461,사회보장보험업
산업,84611,건강보험업
산업,84619,산업 재해 및 기타 사회보장보험업
산업,8462,연금업
산업,84620,연금업
산업,85,교육 서비스업
산업,851,초등 교육기관
산업,8511,유아 교육기관
산업,85110,유아 교육기관
산업,8512,초등학교
산업,85120,초등학교
산업,852,중등 교육기관
산업,8521,일반 중등 교육기관
산업,85211,중학교
산업,85212,일반 고등학교
산업,8522,특성화 고등학교
산업,85221,상업 및 정보산업 특성화 고등학교
산업,85222,공업 특성화 고등학교
산업,85229,기타 특성화 고등학교
